case_id,text,source,label_triage,red_flags_gold,target_panic_score
TR_CRIT_01248,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01249,"Şey, yaşlı bir kadın ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01250,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01251,Trafik kazası! Bircok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01252,yaaaardım! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01253,Nefes darlığı çok arttı! Yığıldım! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01254,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01255,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01256,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01257,Babam kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01258,Göğsüm çok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01259,i̇mdaaat! hava alamıyorum! yardım edin!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_01260,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01261,bir adam ağır yaralı! kan var! acil yardım!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01262,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01263,alo acil acil acil! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01264,"Şey, önümde biri yere düştü ve baygın yatıyor! Hemen gelin!",synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01265,kan var! eşim kanıyor! lütfen şimdi!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01266,çocuğum nefes alamıyor! morardı! ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01267,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01268,Bir kadın fenalasti ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01269,Kardeşim yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01270,Doktor lazım! Yaşlı bir kadın bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01271,Kalp atışı yok Kalp atışı yok Kalp atışı yok!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01272,"Alo, yaaaardım! Nefes alamıyorum!",synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01273,"Şey, yardım Yardım Yardım Yardım!",synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01274,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01275,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01276,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01277,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01278,"Merhaba, i̇mdaaat! Hava alamıyorum! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01279,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01280,evde yangın var! kurtarın! çabuk!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01281,Doktor lazım! Eşim bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01282,biri vuruldu! çok kanıyor! ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01283,"Şey, yaşlı bir kadın ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01284,Kan var! Bir adam fenalaştı! Lütfen çabuk!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01285,Çocuğum fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01286,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01287,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_01288,kan var! annem nefes almıyor! lütfen gelin!,synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_01289,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01290,Trafik kazası! Birçok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01291,"bakar mısınız, önümde biri yere düştü ve baygin yatiyo! hemen gelin!",synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01292,Hemen Hemen Hemen! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01293,Yaaaardım! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01294,Eşim kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01295,"Bakar mısınız, acil Acil Acil Acil!",synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_01296,Bilincini kaybetti Bilincini kaybetti Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01297,aciiiiil! hava alamıyorum! yardım edin!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01298,Arkadaşım fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01299,yaaaardım! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01300,Kalp atışım çok hızlı! bilincini kaybetti! Yardım!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_01301,Annem yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01302,doktor lazım! bir kadın bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01303,"Şey, aciiiiil! Ölüyorummmmm!",synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01304,Bilincini kaybetti Bilincini kaybetti Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01305,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01306,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01307,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01308,"Bakar mısınız, göğsüm çok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01309,Silah var! kanıyor! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01310,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01311,bir kadın yere yığıldı! baygın! hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01312,Trafik kazası! Birçok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01313,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01314,doktor lazım! hasta bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01315,Hemen hemen hemen! Çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01316,Kardeşim fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01317,kalp atışım çok hızlı! ölüyor! yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01318,Hemen Hemen Hemen Hemen!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01319,Silah var! bıçaklandı! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01320,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01321,çocuğum yanlış ilaç içti! zehirlenmiş olabilir! yardım!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01322,kalp atışım çok hızlı! bayıldı! yardım!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01323,Arkadaşım fenalaştı ve nefes almıyor! Cabuk gelin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01324,Yaaaardım! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01325,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01326,Kurtarın Kurtarın Kurtarın! Kalp atışı yok!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01327,Baygın yatıyor Baygın yatıyor Baygın yatıyor!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01328,"Lütfen, kaaaaan! Çoooook kan!",synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01329,"bakar mısınız, eşim ağır yaralı! kan var! acil yardım!",synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01330,Kalp atışı yok Kalp atışı yok Kalp atışı yok!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_01331,Göğsüm cok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01332,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01333,çocuğum ağır yaralı! kan var! acil yardım!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01334,Babam yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01335,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01336,doktor lazım! babam bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01337,Yaşlı bir adam kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01338,trafik kazası! birçok yaralı! ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01339,Kalp atışım çok hızlı! bilincini kaybetti! Yardım!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01340,Doktor lazım! Yaşlı bir adam bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01341,Baygın yatıyor Baygın yatıyor Baygın yatıyor!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01342,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01343,trafik kazası! birçok yaralı! ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01344,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01345,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01346,"Bakar mısınız, yardım Yardım Yardım Yardım!",synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01347,Annem fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01348,"Bakar mısınız, nefes darlığı çok arttı! Yığıldım! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01349,Yaşlı bir adam kan kusuyor! Çok kötü durumda! Acil yardim!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01350,Acil Acil Acil! Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01351,"Şey, kalp atışım çok hızlı! ölüyor! Yardım!",synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01352,i̇mdaaat! hava alamıyorum! yardım edin!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01353,Doktor lazım! Annem bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01354,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01355,İmdaaat! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01356,"Merhaba, yaaaardım! Nefes alamıyorum!",synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01357,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01358,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01359,"Bakar mısınız, yaşlı bir kadın ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01360,baygın biri var! tepki vermiyor! hemen gelin!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01361,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01362,Çocuğum ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01363,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01364,Eşim ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01365,Kalp atışım çok hızlı! ölüyorum! Yardım!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01366,Göğsüm çok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01367,Kurtarın Kurtarın Kurtarın Kurtarın!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01368,Bilincini kaybetti Bilincini kaybetti Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01369,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01370,"alo, aciiiiil! ölüyorummmmm!",synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01371,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01372,Doktor lazım! Bir kadın bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01373,Kan var! Bir adam kanıyor! Lütfen cabuk!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01374,Çabuk Çabuk Çabuk! Baygın yatıyor!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01375,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01376,Göğsüm çok kötü sıkışıyor! Nefes alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01377,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01378,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01379,Silah var! kanıyor! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01380,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_01381,hemen hemen hemen! çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01382,Hasta fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01383,Nefes alamıyorum Nefes alamıyorum Nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01384,"Lütfen, yaşlı bir kadın yere yığıldı! Baygın! Hemen ambulans gönderin!",synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01385,Önümde biri yere düştü ve baygın yatıyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01386,Bilincini kaybetti Bilincini kaybetti Bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01387,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01388,çocuğum nefes alamıyor! morardı! ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01389,Annem yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_01390,Çabuk Çabuk Çabuk! Baygın yatıyor!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01391,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01392,Doktor lazım! Çocuğum bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01393,"alo, lütfen lütfen lütfen! nefes alamıyorum!",synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01394,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.71
TR_CRIT_01395,"Merhaba, biri vuruldu! Çok kanıyor! Ambulans gönderin!",synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01396,"Lütfen, babam fenalaştı ve nefes almıyor! Çabuk gelin!",synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01397,Kan var! Eşim bıçaklandı! Lütfen hemen!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01398,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01399,Kalp atışı yok Kalp atışı yok Kalp atışı yok!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01400,"Merhaba, lütfen lütfen lütfen! Şimdi şimdi şimdi!",synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01401,nefes darlığı cok arttı! yığıldım! yardım edin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01402,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01403,Doktor lazım! Arkadaşım bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01404,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01405,Kan var! Çocuğum nefes almıyor! Lütfen acil!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01406,Yaşlı bir adam ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01407,baygın biri var! tepki vermiyor! hemen gelin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01408,Kalp atışım çok hızlı! bilincini kaybetti! Yardım!,synthetic_tr_final,CRITICAL,1,0.85
TR_CRIT_01409,İmdaaat! Yaşlı bir kadın bayıldı!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01410,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01411,yaaaardım! bir adam bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01412,nefes darlığı çok arttı! yığıldım! yardım edın!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01413,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.66
TR_CRIT_01414,doktor lazım! kardeşim bilincini kaybetti!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01415,"Şey, önümde biri yere düştü ve baygın yatıyor! Hemen gelin!",synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01416,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01417,Kurtarrrrın! Babam nefes alamıyor!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01418,çocuğum yanlış ilaç içti! zehirlenmiş olabilir! yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01419,göğsüm çok kötü sıkışıyor! nefes alamıyorum! yardım edın!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01420,Annem ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01421,kurtarrrrın! bir adam ölüyorum!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01422,Yaşlı bir adam yere yığıldı! Baygın! Hemen ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01423,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01424,Hemen hemen hemen! Cabuk cabuk!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01425,Trafik kazası! Birçok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.74
TR_CRIT_01426,Komşum ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01427,Aciiiiil! Ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01428,Çocuğum nefes alamıyor! Morardı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01429,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.73
TR_CRIT_01430,"Alo, nefes darlığı çok arttı! Yığıldım! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01431,"Bakar mısınız, trafik kazası! Birçok yaralı! Ambulans lazım!",synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01432,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01433,"Merhaba, kardeşim ağır yaralı! Kan var! Acil yardım!",synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01434,Hasta kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01435,çocuğum yanlış ilaç içti! zehirlenmiş olabilir! yardım!,synthetic_tr_final,CRITICAL,1,0.79
TR_CRIT_01436,Trafik kazası! Birçok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01437,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01438,Baygın biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01439,Silah var! nefes almıyor! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01440,yaaaardım! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_01441,"Merhaba, acil Acil Acil! Nefes alamıyorum!",synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01442,aciiiiil! ölüyorummmmm!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01443,Evde yangın var! Kurtarın! Çabuk!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01444,önümde biri yere dustu ve baygın yatıyor! hemen gelin!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01445,Çocuğum fenalaştı ve nefes almıyor! Çabuk gelin!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01446,Lütfen lütfen lütfen! Şimdi şimdi şimdi!,synthetic_tr_final,CRITICAL,1,0.68
TR_CRIT_01447,Arkadaşım kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01448,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01449,"Merhaba, kan var! Annem nefes almıyor! Lütfen çabuk!",synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01450,yaaaardım! nefes alamıyorum!,synthetic_tr_final,CRITICAL,1,0.65
TR_CRIT_01451,"Lütfen, nefes darlığı çok arttı! Yığıldım! Yardım edin!",synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01452,"Merhaba, önümde biri yere düştü ve baygın yatıyor! Hemen gelin!",synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01453,Biri vuruldu! Çok kanıyor! Ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01454,Trafik kazası! Birçok yaralı! Ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01455,Hemen hemen hemen! Çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.81
TR_CRIT_01456,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01457,Baygin biri var! Tepki vermiyor! Hemen gelin!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01458,Bir kadın kan kusuyor! Çok kötü durumda! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.69
TR_CRIT_01459,Silah var! nefes almıyor! Çok tehlikeli!,synthetic_tr_final,CRITICAL,1,0.82
TR_CRIT_01460,"merhaba, nefes darlığı çok arttı! yığıldım! yardım edin!",synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01461,Yardım yardım yardım! Acil acil acil!,synthetic_tr_final,CRITICAL,1,0.75
TR_CRIT_01462,biri vuruldu! çok kanıyor! ambulans gönderin!,synthetic_tr_final,CRITICAL,1,0.67
TR_CRIT_01463,Kan var! Komşum yere düştü! Lütfen acil!,synthetic_tr_final,CRITICAL,1,0.77
TR_CRIT_01464,göğsüm çok kötü sıkışıyor! nefes alamıyorum! yardım edin!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01465,Çocuğum yanlış ilaç içti! Zehirlenmiş olabilir! Yardım!,synthetic_tr_final,CRITICAL,1,0.84
TR_CRIT_01466,Kurtarrrrın! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.8
TR_CRIT_01467,"Bakar mısınız, aciiiiil! Ölüyorummmmm!",synthetic_tr_final,CRITICAL,1,0.72
TR_CRIT_01468,trafik kazası! birçok yaralı! ambulans lazım!,synthetic_tr_final,CRITICAL,1,0.78
TR_CRIT_01469,Aciiiiil! Hava alamıyorum! Yardım edin!,synthetic_tr_final,CRITICAL,1,0.7
TR_CRIT_01470,Kurtarın Kurtarın Kurtarın Kurtarın!,synthetic_tr_final,CRITICAL,1,0.83
TR_CRIT_01471,Annem ağır yaralı! Kan var! Acil yardım!,synthetic_tr_final,CRITICAL,1,0.76
TR_CRIT_01472,hemen hemen hemen! çabuk çabuk!,synthetic_tr_final,CRITICAL,1,0.72
