case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth2_urgent_urg_365,"Excuse me, We need assistance, A male at school is having an asthma attack. They're conscious but like, really struggling to breathe. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_644,"Hi, We need assistance, Smoke coming from a car in the backyard. Getting thicker. No flames visible yet.",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_78,"Hey, I need to report something, an elderly person drank way too much and now they're barely awake. I'm worried they might pass out completely.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_362,"Hi, I have a question, I twisted my ankle at the beach. Can put some weight on it. Is this an ER thing?",synthetic_v2,medical,NON_URGENT,0
synth2_critical_crit_267,Hurry! A male at the party overdosed on something! They're not responding and their breathing is weird!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_437,"Good evening, I'm calling because Someone in an apartment building is very agitated, talking to themselves, and scaring people. like, They might need help. Can you send someone?",synthetic_v2,other,URGENT,0
synth2_non_urgent_nu_135,I found an open door at the business next door. Might be nothing.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_86,"Hey, We need assistance, My wife is pregnant and having contractions really close together. Her water broke. First baby. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_506,"Good evening, I'm calling because Smoke coming from a car at the office. Getting thicker. No flames visible yet. Is someone coming?",synthetic_v2,fire,URGENT,0
synth2_critical_crit_376,Jesus! I think a teenager is having a stroke! Half their face is drooping and they can't talk! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_144,Oh no! my girlfriend fell into the river! The current took them! I can't see them anymore! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_208,"Hi there, not sure if this is the right number but I think I have food poisoning. Throwing up since this morning. Can keep water down though. Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_481,There's a car alarm that's been going off for about an hour. No one is turning it off. Thank you.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_400,Please! a man fell through a glass door and their arm is sliced open! Blood is gushing out! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_38,"Hey, it's not urgent or anything but I want to report a lost dog. Big golden retriever, no collar, wandering in the elevator. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_378,"Yeah hi, I need to report something, my girlfriend is having a mental health crisis. They're talking about hurting themselves but uh, haven't done anything yet. Please send help.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_229,"Hi there, I need to report something, An elderly male fell like, at a coffee shop. They can't get up. Their hip might be broken. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_553,"Excuse me, Can someone come? There's a couple fighting at the library. Yelling and pushing. No weapons. One person has a bloody nose. What should I do?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_203,"Hey, I just wanted to let you know, A dog has been barking nonstop for a while now at a construction site. Owner isn't home. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_193,"Hi, I just wanted to let you know, My 2 year old has had a nosebleed since this morning. It keeps coming back but isn't heavy.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_150,"Hello, There's a situation here, A dog just bit my 25 year old! It's a deep bite on the leg. Bleeding a lot. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_462,Oh my God! There's an active shooter at a hotel! People are running! I can hear gunshots!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_346,A man with a machete is attacking people at the beach! Someone is badly hurt!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_190,"Yeah hi, I just wanted to let you know, My neighbors are playing really loud music. It's been going on for about 10 minutes. Can someone talk to them? Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_232,"Good evening, We need assistance, There's a pregnant woman bleeding heavily. She's about 7 months along. Please send an ambulance. What should I do?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_552,"There's a situation here, my roommate is having um, trouble breathing. They have asthma and their inhaler isn't helping. Please send help.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_243,"Something happened, A male at the bar collapsed. They were drinking and maybe took pills. Still breathing. Thank you.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_25,"Hey, I'm calling because There's a pregnant woman bleeding heavily. She's about 7 months along. Please send an ambulance. What should I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_628,"Hi there, it's not urgent or anything but My neighbor is burning leaves in their backyard. The smoke is coming into my house. Whenever you get a chance.",synthetic_v2,fire,NON_URGENT,0
synth2_non_urgent_nu_242,"Excuse me, I just wanted to let you know, A drone has been flying over our backyard repeatedly. Kind of creepy. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_77,"Good evening, my father is having a like, mental health crisis. They're talking about hurting themselves but haven't done anything yet. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_420,"There's a situation here, A male at a warehouse is having an asthma attack. uh, They're conscious but really struggling to breathe. Thank you.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_590,There's a van parked in my neighborhood that I've never seen before. No markings. Thank you.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_175,A child is having a severe allergic reaction! Their face is swelling and they can't breathe! The epipen isn't working! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_427,"Hello, I have a question, There's a car double-parked blocking traffic at the office. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_492,Someone help! Someone collapsed collapsed at the shopping mall and has no pulse! We need CPR help! I don't know what to do! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_585,"Good evening, We need assistance, My elderly my grandfather with dementia wandered off. We can't find them. uh, They've been gone an hour. Can you send someone?",synthetic_v2,other,URGENT,1
synth2_urgent_urg_48,"Yeah hi, I need to report something, My 68 year old is having a seizure! It's been going on for a uh, few minutes. What do I do? Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_114,not sure if this is the right number but Someone left a bag on the park bench. Been there all day.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_428,A 8 year old is choking at the restaurant! They're grabbing their throat! Someone help!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_444,"Good evening, I don't know what to do, My 3 year old didn't come home from school. It's been over 2 hours. Phone goes to voicemail.",synthetic_v2,other,URGENT,0
synth2_urgent_urg_245,"Yeah hi, I want to report A 67 year old fell at the playground. Their arm looks bent wrong, probably broken. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_133,"There's been a car accident at the train station. A couple cars involved, people are hurt but everyone seems conscious. Should I do anything?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_665,"Yeah hi, it's not urgent or anything but I want to report a found cat. It's been in my yard for days. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_406,"Excuse me, I need to report something, A female just started convulsing at a church. I put them on their side. They have a history of seizures.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_39,Jesus! I found a woman unconscious with empty pill bottles! Their lips are turning blue!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_204,Jesus! my son grabbed their chest and fell down! They're not moving! I think their heart stopped! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_325,"Yeah hi, I have a question, There's a dead deer on the side of the road in the elevator. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_169,"Hi there, I don't know what to do, A male at the bar collapsed. They were drinking and maybe took pills. Still breathing. How long will that take?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_88,Hurry! A child is is having a severe allergic reaction! Their face is swelling and they can't breathe! The epipen isn't working! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_736,"I'm calling because my grandfather fell off a ladder, maybe 8 feet. um, They landed on their eye. In a lot of pain but awake. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_542,"Excuse me, it's not urgent or anything but A drone has been flying over our backyard repeatedly. Kind of creepy.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_394,Help! My 1 year old old male just had a heart attack I think! They're unconscious! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_516,"Hi there, I need to report something, my boyfriend is um, having trouble breathing. They have asthma and their inhaler isn't helping. Please send help.",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_454,"There's a situation here, My 1 year old diabetic is unresponsive but breathing. uh, They missed their insulin. Please send help.",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_425,"Yeah hi, it's not urgent or anything but There's a car alarm that's been going off for a couple minutes. No one is turning it off. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_647,"Hey, it's not urgent or anything but I'd like to know if there's a warrant out for an old traffic ticket. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_688,"Hi, My neighbor is burning leaves in their backyard. The smoke is coming into my house. Appreciate it.",synthetic_v2,fire,NON_URGENT,0
synth2_critical_crit_485,Help! My kitchen caught fire and now the whole apartment is burning! I barely got out! Please come quickly!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_228,"Yeah hi, this isn't really an emergency but There are teenagers skateboarding in the parking structure. Not an emergency. Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_480,Oh God oh God! a man fell from the roof! Maybe 15 feet! They're not moving at all! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_30,"Good evening, I got a splinter stuck deep in my foot. Can't get it out. Is this urgent? Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_556,"Hi there, this isn't really an emergency but I accidentally hit the emergency button. I'm okay, no help needed. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_471,Help! I found found my girlfriend unconscious with empty pill bottles! Their lips are turning blue! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_388,"Hey, I don't know what to do, I found someone passed out at a stadium. They might have taken something. They're breathing but I can't wake them. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_213,"my friend is having trouble breathing. They have uh, asthma and their inhaler isn't helping. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_287,"A A worker fell off the scaffolding at a stadium! They're unconscious, I think their back is broken!",synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_727,"Hi there, not sure if this is the right number but My 68 year old has had a nosebleed for about 5 minutes. It keeps coming back but isn't heavy. Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_621,"Yeah hi, a teenager burned their hand on the stove. Big blisters forming. Skin is really red. What should I do?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_621,"Excuse me, I have a question, Someone broke my car window at a daycare but didn't take anything. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_282,"Yeah hi, it's not urgent or anything but Someone stole my bike at the airport. I just noticed it's gone.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_165,"Good evening, My 93 year old can't catch their breath. They're wheezing really bad. They have COPD. How long will that take?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_156,"I don't know what to do, Someone is trying to break into my house right now! I can hear them at the back door! How long will that take?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_288,"Hey, it's not urgent or anything but I want to report a found cat. It's been in my yard for days. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_129,"Hello, A dog has been barking nonstop for about an hour at a construction site. Owner isn't home. No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_761,"Hello, it's not urgent or anything but I accidentally hit the emergency button. I'm okay, no help needed. Let me know what I should do.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_68,"Yeah hi, Something happened, There's a um, small child alone in the bathroom. No parent around. They look scared and lost. Please send help.",synthetic_v2,other,URGENT,0
synth2_urgent_urg_258,"Yeah hi, There's a situation here, I was attacked by a stray dog at a restaurant. Bites on my arm. It might be rabid.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_171,"Hi there, I'm calling because Pedestrian got clipped by a car at home. They can walk but their hip is hurting badly. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_154,"Yeah hi, There's a situation here, A male just started convulsing on the sidewalk. I like, put them on their side. They have a history of seizures. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_767,"Hey, We need assistance, my friend burned their hand on the stove. Big like, blisters forming. Skin is really red. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_109,Quick! My 85 year old male just had a heart attack I think! They're unconscious! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_501,I want to report I just saw a car hit a cyclist in the backyard. The cyclist is sitting up but their arm looks broken. Thank you.,synthetic_v2,medical,URGENT,0
synth2_urgent_urg_214,"I want to report Someone threatened me with what looked like a knife uh, in a parking lot. They walked away but I'm scared.",synthetic_v2,crime,URGENT,0
synth2_critical_crit_187,Hurry! Someone went underwater and hasn't come up! It's been at least 2 minutes! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_109,"Hello, I just wanted to let you know, There's a car alarm that's been going off for a couple minutes. No one is turning it off.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_106,Jesus! There's There's a female bleeding from the head at a laundromat! They fell and there's so much blood! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_335,"Hi there, I need to report something, My 95 year old female is complaining of crushing chest pain. Started right now. They look really pale. What should I do?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_387,"Yeah hi, I need to report something, My kid is having an allergic reaction. Red all like, over, struggling to breathe a little. We gave benadryl. What should I do?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_131,"Excuse me, I have a question, I think I have food poisoning. Throwing up for about an hour. Can keep water down though. Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_640,"Hi, it's not urgent or anything but I think I have food poisoning. Throwing up for maybe 15 minutes. Can keep water down though.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_391,"Hey, We need assistance, Someone at the library is very agitated, talking to themselves, and scaring people. They might need help. Can you send someone?",synthetic_v2,other,URGENT,0
synth2_urgent_urg_178,"Hi there, I'm calling because There's a small fire at a laundromat. Smoke is coming from a trash can. It could spread. Can you send someone?",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_502,"Hi, I just wanted to let you know, A drone has been flying over our backyard repeatedly. Kind of creepy. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_677,"Hi, I want to report An elderly female fell in the backyard. They can't get up. Their hip might be broken. Thank you.",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_285,"I need help, my husband has chest tightness and their arm is numb. They have a history of heart problems. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_critical_crit_46,my coworker suddenly can't move their left side and their speech is all messed up! I think it's a stroke! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_155,Please! Someone just got hit by a truck! They flew through the air! They're on the ground not moving! Send an ambulance!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_599,"Yeah hi, I have a question, There's flooding on the road at the train station from a broken hydrant.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_410,Help! a woman was just just attacked with a weapon! They're bleeding and barely conscious!,synthetic_v2,crime,CRITICAL,1
synth2_critical_crit_154,Oh my God! There was a terrible car crash! The car is crushed and the person inside is trapped and not responding! I'm so scared!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_625,"Hi there, I was attacked uh, by a stray dog on the rooftop. Bites on my arm. It might be rabid. Please send help.",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_248,"Hey, it's not urgent or anything but My 9 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Thanks.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_344,"Good evening, I'm calling because My elderly my husband with dementia wandered off. We can't find them. They've been gone an hour. Thank you.",synthetic_v2,other,URGENT,1
synth2_urgent_urg_275,"Hi there, I want to report my aunt is diabetic like, and they're acting really confused. Blood sugar might be low. They're shaking. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_318,"Hey, Smoke coming from a car at a bar. Getting thicker. No flames visible yet. What should I do?",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_458,"Hello, not sure if this is the right number but How do I get a copy of an accident report from last week? Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_50,Oh no! There's blood everywhere! my brother cut themselves badly and it won't stop bleeding!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_83,Help! Someone is is on the bridge threatening to jump! Please send help before it's too late!,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_664,I want to report my sister is short of breath and their lips are kind of bluish. They have a lung condition. Should I do anything?,synthetic_v2,medical,URGENT,1
synth2_critical_crit_206,"Please please! A 38 year old just collapsed, one side paralyzed, can't speak! Stroke symptoms!",synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_431,"Good evening, I think I have food poisoning. Throwing up for a couple minutes. Can keep water down though. Let me know what I should do.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_616,"Hi there, I don't know what to do, an elderly person is having a bad allergic reaction. Face is swelling up. They used like, their epipen. How long will that take?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_446,"Good evening, There's a small fire in the backyard. Smoke is coming from a trash can. It could spread. What should I do?",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_44,"Excuse me, We need assistance, There's someone inside my car going through my stuff in the kitchen. They're still there. Thank you.",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_791,"Hello, A male just started convulsing at a hotel. I put them on their side. They have a history of seizures. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_491,"Hello, We need assistance, a woman is having a seizure right now! They're on the ground shaking. They're epileptic. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_323,"Hi there, Something happened, Smoke coming from a car in the elevator. Getting thicker. No flames visible yet. What should I do?",synthetic_v2,fire,URGENT,0
synth2_urgent_urg_435,"Excuse me, I don't know what to do, My 40 um, year old can't catch their breath. They're wheezing really bad. They have COPD. Is someone coming?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_590,"Hi there, Something happened, Someone is trying to break into my house right now! I can hear them at the back door! Is someone coming?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_559,"Hey, Can someone come? a man burned their hand on the stove. Big blisters forming. Skin is really red. What should I do?",synthetic_v2,medical,URGENT,0
synth2_urgent_urg_120,"Good evening, Someone is trying to break into my house right now! I can hear them at the back door! What should I do?",synthetic_v2,crime,URGENT,0
synth2_urgent_urg_27,"Hi there, Can someone come? My kid is having an allergic reaction. Red all over, struggling to breathe a little. like, We gave benadryl. Should I do anything?",synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_376,"Hi, it's not urgent or anything but Someone stole my bike at home. I just noticed it's gone. No rush.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_527,"I need help, My 66 year old didn't come home from school. It's been over 2 hours. um, Phone goes to voicemail. Thank you.",synthetic_v2,other,URGENT,0
synth2_urgent_urg_168,I want to report a teenager is having trouble breathing. They have asthma and their inhaler isn't helping. Can you send someone?,synthetic_v2,medical,URGENT,1
synth2_non_urgent_nu_645,"Hello, I just wanted to let you know, A tree branch fell on the sidewalk at a grocery store. Blocking the path. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_345,"Hi, I don't know what to do, my boss is having trouble breathing. They have asthma and their inhaler isn't helping. Can you send someone?",synthetic_v2,medical,URGENT,1
synth2_urgent_urg_609,"My 23 year old didn't um, come home from school. It's been over 2 hours. Phone goes to voicemail.",synthetic_v2,other,URGENT,0
synth2_critical_crit_12,Oh God oh God! I think my sister is having a stroke! Half their face is drooping and they can't talk! They're dying!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_262,"Hi, I have a question, How do I get a copy of an accident report from last week?",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_139,My My kitchen caught fire and now the whole apartment is burning! I barely got out! Send an ambulance!,synthetic_v2,fire,CRITICAL,1
synth2_non_urgent_nu_320,"Hi there, this isn't really an emergency but Someone stole my bike at a construction site. I just noticed it's gone. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_749,not sure if this is the right number but My garden gnomes were stolen from the front yard. Silly but I want to report it. Thank you.,synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_28,"I just wanted to let you know, I lost my phone on the rooftop. Is there a lost and found? No rush.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_782,"Yeah hi, I just wanted to let you know, I found a wallet on the ground at school. What should I do with it?",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_396,"Hi there, My car got scratched in the parking lot at a nursing home. Want to file a report. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_397,"Hi there, My elderly my neighbor with dementia wandered off. We can't find them. They've been gone an hour. Can you send someone?",synthetic_v2,other,URGENT,1
synth2_non_urgent_nu_725,not sure if this is the right number but Big pothole on the road at a church. Someone's gonna damage their car. Thanks.,synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_21,I smell gas really strongly in my building. No flames but the smell is overwhelming. Is someone coming?,synthetic_v2,fire,URGENT,1
synth2_non_urgent_nu_47,Someone parked blocking my driveway. Been here since this morning. No rush.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_495,Please please! A male male got electrocuted at a concert! They're on the ground shaking and then went still! Please come quickly!,synthetic_v2,medical,CRITICAL,1
synth2_urgent_urg_622,"Hi there, I need help, A 60 year old fell at the playground. Their arm looks bent wrong, probably broken. Should I do anything?",synthetic_v2,medical,URGENT,0
synth2_critical_crit_312,my mother got severe burns from boiling water! Their skin is peeling off! It's really bad! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_61,"Hi, Construction noise at the shopping mall at night. They're drilling and it's past quiet hours. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_458,Please! A 57 year old is choking at the restaurant! They're grabbing their throat! Someone help! We need help now!,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_453,Oh my God! I just heard heard gunshots and someone is lying on the ground not moving!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_51,"Hello, There's a homeless person sleeping in the park. They seem okay but it's very cold. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_326,"Hi, I have a question, My kid got stung by a bee. No allergic reaction, just swelling. Should I worry?",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_196,Can someone come? my father fell down the stairs and hit their head. They're conscious but confused and dizzy. Is someone coming?,synthetic_v2,medical,URGENT,0
synth2_critical_crit_498,Help! I found my my daughter hanging! I cut them down but they're not breathing! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_292,"Good evening, I just wanted to let you know, An abandoned car has been on our street for over a week. Appreciate it.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_377,"Excuse me, I just wanted to let you know, I got a splinter stuck deep in my foot. Can't get it out. Is this urgent? Thanks for your help.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_366,"Hi, Someone keeps letting their dog poop on my lawn. Can anything be done? Whenever you get a chance.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_320,"Good evening, my roommate drank way too much and now they're barely awake. I'm worried they might pass out completely. Can you send someone?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_511,"Yeah hi, it's not urgent or anything but There's a homeless person sleeping in the park. They seem okay but it's very cold. Thanks for your help.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_494,I lost my phone at home. Is there a lost and found? Thanks for your help.,synthetic_v2,other,NON_URGENT,0
synth2_critical_crit_429,Someone help! my boss boss suddenly can't move their left side and their speech is all messed up! I think it's a stroke! How long until help arrives?,synthetic_v2,medical,CRITICAL,1
synth2_critical_crit_368,No no no! My 42 year old fell from the window! Second floor! They're lying on the ground not moving! Please send help!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_170,"Hey, There's a dead deer on the side of the road at a hotel.",synthetic_v2,other,NON_URGENT,0
synth2_non_urgent_nu_311,"Good evening, it's not urgent or anything but There's a homeless person sleeping in the park. They seem okay but it's very cold.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_191,A man is threatening people at a bar. He's aggressive and yelling. I don't see a weapon but he's big.,synthetic_v2,crime,URGENT,0
synth2_urgent_urg_603,"Hello, Something happened, My 3 year old can't catch their breath. They're wheezing really bad. They have COPD. Thank you.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_103,Oh my God! Someone is is on the bridge threatening to jump! Please send help before it's too late! Hurry please!,synthetic_v2,crime,CRITICAL,1
synth2_non_urgent_nu_269,"I just wanted to let you know, My car got scratched in the parking lot in the garage. Want to file a report. Appreciate it.",synthetic_v2,crime,NON_URGENT,0
synth2_non_urgent_nu_520,"Excuse me, I have a question, Someone broke my car window at the office but didn't take anything. Whenever you get a chance.",synthetic_v2,crime,NON_URGENT,0
synth2_critical_crit_345,Someone got stabbed at a church! They're bleeding really bad! Blood is pooling on the ground! How long until help arrives?,synthetic_v2,crime,CRITICAL,1
synth2_urgent_urg_284,I'm calling because My 48 year old female is complaining of crushing chest pain. Started about 30 minutes ago. They look really pale. Thank you.,synthetic_v2,medical,URGENT,1
synth2_urgent_urg_234,"Good evening, There's been a car accident on the sidewalk. A couple cars involved, people are hurt but everyone seems conscious. What should I do?",synthetic_v2,crime,URGENT,0
synth2_non_urgent_nu_89,There's graffiti on our building that wasn't there yesterday. Thanks.,synthetic_v2,crime,NON_URGENT,0
synth2_urgent_urg_137,"Hey, I'm calling because A male just started convulsing at a uh, gas station. I put them on their side. They have a history of seizures. Thank you.",synthetic_v2,medical,URGENT,1
synth2_critical_crit_224,Please! The house house is on fire and my coworker is still inside! I can't get to them! We need help now!,synthetic_v2,fire,CRITICAL,1
synth2_critical_crit_59,Someone help! A child child fell in the pool and isn't breathing! We pulled them out but they're not moving! Hurry please!,synthetic_v2,medical,CRITICAL,1
synth2_non_urgent_nu_568,"Yeah hi, I just wanted to let you know, I have a rash that's spreading. Not painful, just itchy. Should I go to the doctor? Appreciate it.",synthetic_v2,medical,NON_URGENT,0
synth2_non_urgent_nu_169,"Yeah hi, I have a rash that's spreading. Not painful, just itchy. Should I go to the doctor? Thank you.",synthetic_v2,medical,NON_URGENT,0
synth2_urgent_urg_592,"Hi there, There's a situation here, a homeless person is diabetic and they're acting really confused. Blood um, sugar might be low. They're shaking. Is someone coming?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_363,"Yeah hi, this isn't really an emergency but Someone parked blocking my driveway. Been here for about 10 minutes. Thank you.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_562,"Good evening, Smoke coming from a car at the library. uh, Getting thicker. No flames visible yet. Thank you.",synthetic_v2,fire,URGENT,0
synth2_non_urgent_nu_430,"Hi there, I just wanted to let you know, My neighbor's tree is leaning over my property. It might fall. Thanks.",synthetic_v2,other,NON_URGENT,0
synth2_urgent_urg_718,"I want to report A car flipped over in my car! The driver crawled out, they're bleeding from the head but talking to us. How long will that take?",synthetic_v2,medical,URGENT,0
synth2_non_urgent_nu_40,"Yeah hi, I have a question, A drone has been flying over our backyard repeatedly. Kind of creepy. Thank you.",synthetic_v2,other,NON_URGENT,0
