case_id,source,text_en,label_category_gold,label_triage_gold,red_flags_gold,input_quality,deaths,potential_death,false_alarm,state,date,sample_weight
synth2_urgent_urg_175,synthetic_v2,"Yeah hi, Something happened, My 60 um, year old diabetic is unresponsive but breathing. They missed their insulin.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_399,synthetic_v2,Oh my God! My 94 year old fell from the window! Second floor! They're lying on the ground not moving! Send an ambulance!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_770,synthetic_v2,"Hi there, I need to report something, There was a fender bender and now one of the drivers is like, complaining of neck pain. They don't want to move.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_44,synthetic_v2,"Good evening, I have a question, There's a car alarm that's been going off all day. No one is turning it off. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_683,synthetic_v2,"Excuse me, Something happened, Someone threatened me um, with what looked like a knife at a nursing home. They walked away but I'm scared. What should I do?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_465,synthetic_v2,Quick! my wife fell from the roof! Maybe 15 feet! They're not moving at all! Send an ambulance!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_787,synthetic_v2,"I have a question, An abandoned car has been on our street for over a week.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_707,synthetic_v2,"Hi, I just wanted to let you know, My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? Let me know what I should do.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_369,synthetic_v2,"Hello, There's a situation here, There's a small child alone at home. No parent around. They look scared and lost.",other,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_243,synthetic_v2,"Hello, I accidentally hit the emergency button. I'm okay, no help needed. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_57,synthetic_v2,"Hi, There's a couple fighting in a parking lot. Yelling and pushing. No weapons. One person has a bloody nose. Should I do anything?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_472,synthetic_v2,Quick! my boss fell into the river! The current took them! I can't see them anymore! Send an ambulance!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_177,synthetic_v2,"Hi, I'm calling because My 48 year old diabetic is unresponsive but breathing. They missed their insulin. Should I do anything?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_20,synthetic_v2,"Hello, Can someone come? a woman is having a seizure right now! They're on the uh, ground shaking. They're epileptic. Thank you.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_280,synthetic_v2,Hurry! A male at the party overdosed on something! They're not responding and their breathing is weird! Please come quickly!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_75,synthetic_v2,"Excuse me, We need assistance, I found um, someone passed out in a parking lot. They might have taken something. They're breathing but I can't wake them. Should I do anything?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_411,synthetic_v2,"Hi, this isn't really an emergency but Construction noise on the sidewalk at night. They're drilling and it's past quiet hours. Appreciate it.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_565,synthetic_v2,"Hi there, this isn't really an emergency but A car has been parked in a handicap spot without a permit at a bar. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_107,synthetic_v2,Can someone come? Pedestrian got clipped by a car at a warehouse. They can walk but their hip is hurting badly.,medical,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_714,synthetic_v2,"Good evening, not sure if this is the right number but Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out. Thanks for your help.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_312,synthetic_v2,There's a brush fire near the road at the movies. Small but it's windy and could grow. What should I do?,fire,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_171,synthetic_v2,"Hi, I accidentally hit the emergency button. I'm okay, no help needed. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_180,synthetic_v2,"Good evening, There's a situation here, Someone at a bus stop is very agitated, talking to themselves, and scaring people. They might need help. Thank you.",other,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_517,synthetic_v2,"Hello, I just wanted to let you know, My alarm system went off by mistake. False alarm. Sorry about that. Thank you.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_13,synthetic_v2,"Hi, I just wanted to let you know, A tree branch fell on the sidewalk at a gas station. Blocking the path.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_333,synthetic_v2,Oh no! my wife suddenly can't move their left side and their speech is all messed up! I think it's a stroke! We need help now!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_136,synthetic_v2,"Hey, There's a situation here, There's a small child alone at a coffee shop. No parent around. They look scared and lost. How long will that take?",other,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_627,synthetic_v2,"Hey, I have a question, A dog has been barking nonstop for about 5 minutes in the bathroom. Owner isn't home. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_241,synthetic_v2,Oh no! I just heard gunshots and someone is lying on the ground not moving! I'm so scared!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_716,synthetic_v2,"Excuse me, False alarm. The fire alarm went off from cooking smoke. Everything's fine. Let me know what I should do.",fire,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_411,synthetic_v2,Please please! I I found my girlfriend unconscious on the floor! They're blue in the face! Not breathing!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_296,synthetic_v2,"Hey, Someone keeps letting their dog poop on my lawn. Can anything be done? Whenever you get a chance.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_289,synthetic_v2,I cut my finger in the kitchen. Not deep but won't stop bleeding. Should I go to urgent care?,medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_532,synthetic_v2,"Hello, this isn't really an emergency but My 20 year old bumped their head. No loss of consciousness, just a bump. When should I worry? Whenever you get a chance.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_95,synthetic_v2,"Good evening, There's flooding on the road at a clinic from a broken hydrant.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_29,synthetic_v2,Hurry! I just heard gunshots and someone is lying on the ground not moving! We need help now!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_483,synthetic_v2,"Hi there, Something happened, A coworker ate something they're allergic to. Hives everywhere and their tongue is swelling.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_456,synthetic_v2,"Hey, it's not urgent or anything but My alarm system went off by mistake. False alarm. Sorry about that. Thank you.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_546,synthetic_v2,it's not urgent or anything but Someone broke my car window at a hotel but didn't take anything. Thanks for your help.,crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_60,synthetic_v2,"Good evening, I don't know what to do, A male on the highway is uh, having an asthma attack. They're conscious but really struggling to breathe. Please send help.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_533,synthetic_v2,"I don't know what to do, My 12 year old is having a seizure! It's been going on for about 10 minutes. What do I do?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_401,synthetic_v2,Stop sign knocked over at the corner at a warehouse. Let me know what I should do.,other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_188,synthetic_v2,"Good evening, it's not urgent or anything but My 44 year old has a low fever. They seem okay but I wanted to ask. Thank you.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_404,synthetic_v2,Please! my neighbor fell through a glass door and their arm is sliced open! Blood is gushing out! Please send help!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_149,synthetic_v2,"Yeah hi, I just wanted to let you know, I lost my phone at the airport. Is there a lost and found? Thanks for your help.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_459,synthetic_v2,"My kid got stung by a bee. No allergic reaction, just swelling. Should I worry? No rush.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_681,synthetic_v2,"Hello, not sure if this is the right number but There's flooding on the road at a gas station from a broken hydrant. Thanks for your help.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_695,synthetic_v2,"I don't know what to do, There's been a car accident on the street. A couple cars involved, people like, are hurt but everyone seems conscious. Is someone coming?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_362,synthetic_v2,"Hi there, I'm calling because There's a pregnant woman bleeding heavily. She's about 7 months along. Please send an ambulance. How long will that take?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_383,synthetic_v2,"Excuse me, this isn't really an emergency but My 83 year old has had a nosebleed for about 20 minutes. It keeps coming back but isn't heavy. Appreciate it.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_221,synthetic_v2,"Hello, it's not urgent or anything but My 64 year old has a low fever. They seem okay but I wanted to ask. Let me know what I should do.",medical,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_124,synthetic_v2,Quick! a a stranger touched a downed power line! They're unconscious! Please come quickly!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_2,synthetic_v2,Oh my God! My toddler drank cleaning chemicals! They're throwing up and crying! Hurry please!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_400,synthetic_v2,"Hello, this isn't really an emergency but There are teenagers skateboarding in the parking structure. Not an emergency. Appreciate it.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_529,synthetic_v2,"Good evening, Something happened, My elderly my husband with dementia wandered off. We can't find them. They've been gone an hour. How long will that take?",other,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_146,synthetic_v2,"Hey, My car got scratched in the parking lot at a pharmacy. Want to file a report.",crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_154,synthetic_v2,"Good evening, Construction noise at the office at night. They're drilling and it's past quiet hours. Appreciate it.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_534,synthetic_v2,"Hello, I need to report something, Someone threatened me with what um, looked like a knife at a coffee shop. They walked away but I'm scared. Thank you.",crime,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_790,synthetic_v2,"Yeah hi, Fireworks going off in the neighborhood. It's not a holiday. My pets are freaking out.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_496,synthetic_v2,Quick! I found my boyfriend boyfriend unconscious with empty pill bottles! Their lips are turning blue! Send an ambulance!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_798,synthetic_v2,"Can someone come? My wife is pregnant and having contractions really close together. uh, Her water broke. First baby.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_404,synthetic_v2,A streetlight has been out for weeks on the rooftop. Thanks.,other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_538,synthetic_v2,"Hey, I don't know what to do, a child fell off a ladder, um, maybe 8 feet. They landed on their head. In a lot of pain but awake. Is someone coming?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_0,synthetic_v2,"Hi there, Something happened, Someone threatened me with what looked like a knife at the movies. They walked away but I'm scared. Should I do anything?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_157,synthetic_v2,"Hello, not sure if this is the right number but There's flooding on the road at the movies from a broken hydrant. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_780,synthetic_v2,"Hello, I have a question, My alarm system went off by mistake. False alarm. Sorry about that. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_367,synthetic_v2,Jesus! A building is on fire and people are on the upper floors! They can't get out! Hurry please!,fire,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_279,synthetic_v2,Oh God oh God! A male at the party overdosed on something! They're not responding and their breathing is weird! How long until help arrives?,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_212,synthetic_v2,Oh God oh God! I found my boss unconscious with empty pill bottles! Their lips are turning blue! They're dying!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_488,synthetic_v2,"Good evening, I need help, A motorcycle went down at a church. Rider has road rash all over. Conscious but in like, a lot of pain. Can you send someone?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_439,synthetic_v2,Oh my God! A child fell in the pool and isn't breathing! We pulled them out but they're not moving! I'm so scared!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_210,synthetic_v2,Someone help! Someone collapsed at the park and has no pulse! We need CPR help! I don't know what to do!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_191,synthetic_v2,"Good evening, Traffic light not working at the intersection at a pharmacy. Appreciate it.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_522,synthetic_v2,"Hello, We need assistance, There's a suspicious person following me at a um, gas station. I'm scared. They've been behind me for blocks. How long will that take?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_692,synthetic_v2,"Hi, I need help, I just saw a car hit a cyclist at the office. The cyclist is sitting up but their arm looks broken. Is someone coming?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_749,synthetic_v2,"Good evening, We need assistance, a stranger fell off a ladder, maybe 8 feet. They landed on their neck. In a lot of pain but awake. How long will that take?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_482,synthetic_v2,"Excuse me, I butt-dialed you, sorry. Everything is fine here. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_304,synthetic_v2,"Hi there, My wife is pregnant and having contractions really close together. Her water broke. First baby.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_318,synthetic_v2,My toddler drank drank cleaning chemicals! They're throwing up and crying! How long until help arrives?,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_756,synthetic_v2,"Excuse me, this isn't really an emergency but My car got scratched in the parking lot at a coffee shop. Want to file a report. Thanks for your help.",crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_443,synthetic_v2,"A 14 year old just collapsed, one side paralyzed, can't speak! Stroke symptoms! Please send help!",medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_492,synthetic_v2,"Excuse me, My neighbor is burning leaves in their backyard. The smoke is coming into my house. Let me know what I should do.",fire,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_784,synthetic_v2,"There's been a car accident at the shopping mall. A couple cars involved, people are hurt but everyone seems conscious. Should I do anything?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_442,synthetic_v2,The house is on fire and my wife is still inside! I can't get to them! We need help now!,fire,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_661,synthetic_v2,"I just saw two people break the window of the store at the um, gym. They went inside. Thank you.",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_472,synthetic_v2,"Hi there, I need to report something, There's a couple fighting on the rooftop. Yelling and pushing. No weapons. One person has a bloody nose. What should I do?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_435,synthetic_v2,"Hey, it's not urgent or anything but An abandoned car has been on our street for over a week. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_217,synthetic_v2,"Hi there, Something happened, A male just started convulsing in the basement. I put them on their side. They have a history of seizures. What should I do?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_741,synthetic_v2,"Hello, There's a situation here, My 90 year old diabetic is unresponsive but breathing. They missed their insulin. Please send help.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_653,synthetic_v2,"Yeah hi, I need help, my coworker is diabetic and they're uh, acting really confused. Blood sugar might be low. They're shaking. Thank you.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_729,synthetic_v2,"Hello, A male at the bar collapsed. They were drinking and maybe um, took pills. Still breathing. What should I do?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_112,synthetic_v2,"Hi, There's a situation here, I was just robbed at home. They took my bag and pushed me. I'm not badly hurt but shaken up. Please send help.",crime,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_96,synthetic_v2,my coworker just collapsed collapsed and isn't breathing! I think it's a heart attack! I'm so scared!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_477,synthetic_v2,A male just got shot in the knee! There's blood everywhere! The shooter is still here!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_785,synthetic_v2,"Hi, I'm calling because A pregnant woman at a bank is in labor. The baby might be coming. She says she can feel it.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_336,synthetic_v2,"Good evening, Someone spilled hot oil on themselves in a dorm room. Burns on their arm and chest. Conscious and in pain. Please send help.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_115,synthetic_v2,"Excuse me, I want to report my wife is having a seizure right now! They're on the ground shaking. They're epileptic. Please send help.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_237,synthetic_v2,Someone help! There's a huge fire at the shopping mall! I can hear people screaming inside! They're trapped! They're dying!,fire,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_358,synthetic_v2,There's graffiti on our building that wasn't there yesterday. Whenever you get a chance.,crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_746,synthetic_v2,"Hey, I smell gas really um, strongly in my building. No flames but the smell is overwhelming. What should I do?",fire,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_44,synthetic_v2,Oh no! Someone went went underwater and hasn't come up! It's been at least 2 minutes! They're dying!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_361,synthetic_v2,"Hi, I found someone passed out in the backyard. They might have taken something. They're breathing but I can't wake them. How long will that take?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_4,synthetic_v2,Hurry! A gas gas explosion just happened! The building is destroyed and I can see injured people! We need help now!,fire,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_69,synthetic_v2,"Yeah hi, it's not urgent or anything but Where do I go to file a police report for insurance purposes?",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_733,synthetic_v2,"Hi there, this isn't really an emergency but An abandoned car has been on our street for over a week. Thanks.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_176,synthetic_v2,Oh no! Someone just got hit by a truck! They flew through the air! They're on the ground not moving! How long until help arrives?,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_259,synthetic_v2,"Hello, I need help, I just saw two people like, break the window of the store at school. They went inside. How long will that take?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_257,synthetic_v2,"Yeah hi, There's a situation here, a woman drank way too much and now they're barely like, awake. I'm worried they might pass out completely. Thank you.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_795,synthetic_v2,"Yeah hi, There's a pregnant like, woman bleeding heavily. She's about 7 months along. Please send an ambulance. Can you send someone?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_63,synthetic_v2,"Good evening, not sure if this is the right number but I found an open door at the business next door. Might be nothing.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_779,synthetic_v2,"Hi, it's not urgent or anything but Is there a non-emergency number I should call about a noise complaint?",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_202,synthetic_v2,A gas explosion just happened! The building is destroyed and I can see injured people! We need help now!,fire,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_278,synthetic_v2,Oh no! A tree fell on someone in an apartment building! They're pinned and screaming!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_80,synthetic_v2,"Yeah hi, There's a small child alone at a church. No parent around. They look scared and lost. How long will that take?",other,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_215,synthetic_v2,Jesus! There's a female bleeding from the head at the beach! They fell and there's so much blood! How long until help arrives?,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_486,synthetic_v2,Oh no! I found my roommate hanging! I cut them down but they're not breathing!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_10,synthetic_v2,"Something happened, my neighbor has chest tightness and their arm is numb. They have a history of heart problems. Please send help.",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_421,synthetic_v2,"I have a question, My package was stolen from my porch. I have it on camera. Thank you.",crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_755,synthetic_v2,"Hello, it's not urgent or anything but Stop sign knocked over at the corner at a warehouse. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_405,synthetic_v2,Someone help! my daughter daughter is choking! They can't breathe! I tried hitting their back but nothing's coming out! Please send help!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_34,synthetic_v2,"Excuse me, I just wanted to let you know, A car has been parked in a handicap spot without a permit at the shopping mall.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_646,synthetic_v2,"Excuse me, We need assistance, There's a brush fire near the road on the highway. Small but it's windy and could grow. What should I do?",fire,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_211,synthetic_v2,Oh God oh God! my roommate roommate fell through a glass door and their arm is sliced open! Blood is gushing out! I'm so scared!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_377,synthetic_v2,Please please! Someone is on the bridge threatening to jump! Please send help before it's too late! They're dying!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_231,synthetic_v2,"Excuse me, I just wanted to let you know, My alarm system went off by mistake. False alarm. Sorry about that.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_221,synthetic_v2,No no no! a child child fell into the river! The current took them! I can't see them anymore! Please send help!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_72,synthetic_v2,No no no! There's an active active shooter at a hotel! People are running! I can hear gunshots!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_critical_crit_283,synthetic_v2,Quick! my husband suddenly can't move their left side and their speech is all messed up! I think it's a stroke! We need help now!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_71,synthetic_v2,"I don't know what to do, my friend is having a mental health crisis. They're talking about um, hurting themselves but haven't done anything yet. What should I do?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_293,synthetic_v2,"Hi, We need assistance, my boss is having a bad allergic reaction. Face is swelling up. They used their epipen. Should I do anything?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_216,synthetic_v2,Someone has a knife and they just attacked a person at the gym! Victim is on the ground! Please come quickly!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_532,synthetic_v2,"Hi, Something happened, A kitchen fire on the sidewalk. We used the extinguisher but there's still smoke and it um, might reignite. Thank you.",fire,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_201,synthetic_v2,"I need to report something, A female in a dorm room is having an asthma attack. They're conscious but really struggling to breathe. What should I do?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_critical_crit_457,synthetic_v2,Please please! Someone has a knife and they just attacked a person in an apartment building! Victim is on the ground! We need help now!,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_565,synthetic_v2,"Excuse me, There's a situation here, A dog just bit my 84 year old! It's a deep bite on the leg. Bleeding a lot. Thank you.",medical,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_35,synthetic_v2,"Hi there, My neighbor's boyfriend is screaming at her and banging on the door. She sounded scared.",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_640,synthetic_v2,"Good evening, I don't know what to do, I can hear my neighbors um, fighting. Things are breaking. It sounds violent but I don't think there are weapons. What should I do?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_292,synthetic_v2,"Yeah hi, I need help, I was just robbed uh, at a concert. They took my bag and pushed me. I'm not badly hurt but shaken up. How long will that take?",crime,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_177,synthetic_v2,Someone help! My baby is choking on something! They're turning purple! I can't get it out! Please come quickly!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_urgent_urg_497,synthetic_v2,"Hi there, Can someone come? My 65 year old didn't come home from school. It's been over 2 hours. Phone goes to voicemail. Should I do anything?",other,URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_158,synthetic_v2,I found my friend unconscious on the floor! They're blue in the face! Not breathing! How long until help arrives?,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_36,synthetic_v2,"Yeah hi, I have a question, Someone left a bag on the park bench. Been there all day. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_221,synthetic_v2,"Yeah hi, Can someone come? My 41 year old can't catch their breath. They're wheezing really bad. They uh, have COPD. Is someone coming?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_693,synthetic_v2,"Hello, not sure if this is the right number but I found an open door at the business next door. Might be nothing. Thank you.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_342,synthetic_v2,Please! There's a female bleeding from the head at the shopping mall! They fell and there's so much blood!,medical,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_516,synthetic_v2,"Hello, it's not urgent or anything but A tree branch fell on the sidewalk at a bank. Blocking the path. Thank you.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_455,synthetic_v2,"not sure if this is the right number but Sorry, my kid dialed this by accident. No emergency here.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_168,synthetic_v2,Oh my God! I just heard gunshots and someone is lying on the ground not moving! How long until help arrives?,crime,CRITICAL,1,meaningful,,,,,,1.5
synth2_non_urgent_nu_43,synthetic_v2,"Hey, not sure if this is the right number but Someone stole my bike at school. I just noticed it's gone. Let me know what I should do.",crime,NON_URGENT,0,meaningful,,,,,,1.5
synth2_urgent_urg_487,synthetic_v2,"Hi, I'm calling because I found someone passed out at home. They might have taken something. They're breathing but I can't wake them. What should I do?",medical,URGENT,1,meaningful,,,,,,1.5
synth2_urgent_urg_671,synthetic_v2,"We need assistance, A car flipped over at the um, gym! The driver crawled out, they're bleeding from the head but talking to us. Can you send someone?",medical,URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_540,synthetic_v2,"Good evening, A tree branch fell on the sidewalk at a bank. Blocking the path. Appreciate it.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_115,synthetic_v2,"Hello, I have a question, People are going door to door selling something. Seem legit but wanted to mention it. No rush.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_non_urgent_nu_683,synthetic_v2,"Hello, I just wanted to let you know, There's a homeless person sleeping in the park. They seem okay but it's very cold. Thank you.",other,NON_URGENT,0,meaningful,,,,,,1.5
synth2_critical_crit_100,synthetic_v2,Quick! I found my daughter hanging! I cut them down but they're not breathing! Please come quickly!,medical,CRITICAL,1,meaningful,,,,,,1.5
